,edad,trabajo,educacion,deuda,saldo,vivienda,prestamo,duracion,fecha_contacto,campaign,tiempo_transcurrido,contactos_anteriores,target,desconocido,fijo,movil,desconocido,fijo,movil,exito,nuevo_cliente,otro,sin_exito
4083,28,7,0.0,0,0,0,0,428,1612393200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4084,55,10,0.0,0,377,0,0,403,1633644000,1,183,1,0,0,0,1,0,0,1,1,0,0,0
4085,60,9,0.0,0,-247,1,0,472,1620770400,2,351,1,0,0,1,0,0,1,0,0,0,0,1
4086,49,4,1.0,0,0,0,0,223,1634421600,1,-1,0,1,0,1,0,0,1,0,0,1,0,0
4087,48,4,1.0,0,1010,1,0,65,1629410400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4088,51,11,,0,1585,0,0,152,1635544800,4,-1,0,0,0,1,0,0,1,0,0,1,0,0
4089,37,4,1.0,0,5355,0,0,466,1613516400,4,-1,0,1,0,1,0,0,1,0,0,1,0,0
4090,24,8,2.0,0,474,0,0,551,1619733600,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
4091,55,4,1.0,0,236,0,0,200,1628028000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4092,34,4,1.0,0,1058,1,0,240,1620079200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4093,38,6,0.0,0,-17,1,0,110,1618610400,3,326,1,0,0,0,1,0,0,1,0,0,1,0
4094,36,9,1.0,0,837,0,0,68,1630101600,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
4095,35,1,2.0,0,1033,1,0,244,1620338400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4096,19,8,,0,60,0,0,253,1628892000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4097,35,7,0.0,0,1742,1,0,39,1627682400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4098,27,0,0.0,0,292,1,0,53,1620770400,9,362,8,0,0,0,1,0,0,1,0,0,1,0
4099,29,0,0.0,0,127,1,1,314,1618869600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4100,28,8,0.0,0,0,0,0,209,1613602800,20,-1,0,1,0,0,1,0,0,1,0,1,0,0
4101,26,9,0.0,0,21,1,0,133,1622066400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4102,32,0,0.0,0,103,1,0,158,1618610400,1,337,1,0,0,0,1,0,0,1,0,0,1,0
4103,35,4,1.0,0,24,1,0,174,1629410400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4104,41,1,2.0,0,8,1,0,155,1626300000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4105,54,1,0.0,0,2957,1,0,392,1622757600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4106,53,0,,0,236,1,0,354,1620338400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4107,36,7,0.0,0,1024,1,0,111,1623967200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4108,50,4,,0,8345,0,0,194,1614380400,1,261,1,1,0,0,1,0,0,1,0,0,0,1
4109,41,1,2.0,0,875,1,0,197,1637362800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4110,28,7,0.0,0,376,0,1,49,1627509600,4,-1,0,0,0,1,0,0,1,0,0,1,0,0
4111,43,1,0.0,0,1127,1,0,126,1618610400,3,345,2,0,0,0,1,0,0,1,0,0,1,0
4112,34,9,0.0,0,-228,1,0,187,1618869600,3,332,3,0,0,0,1,0,0,1,0,0,1,0
4113,51,4,1.0,0,615,1,0,97,1618610400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4114,35,1,2.0,0,0,1,0,265,1620424800,1,290,2,0,0,0,1,0,0,1,0,0,0,1
4115,47,1,0.0,0,2173,1,0,189,1619733600,3,344,5,0,0,0,1,0,0,1,0,0,0,1
4116,35,9,1.0,0,122,0,0,49,1618869600,5,328,5,0,0,0,1,0,0,1,0,0,0,1
4117,59,0,0.0,0,92,1,0,139,1620770400,2,350,1,0,0,0,1,0,0,1,0,0,0,1
4118,34,0,1.0,0,221,1,0,185,1620424800,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
4119,43,6,0.0,0,274,0,0,335,1626213600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
4120,36,9,0.0,0,376,0,0,193,1636758000,1,92,1,1,0,0,1,0,0,1,1,0,0,0
4121,40,7,0.0,0,1688,0,0,93,1621116000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4122,39,10,0.0,0,-114,1,0,372,1612306800,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
4123,34,1,0.0,0,0,1,0,301,1637103600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4124,34,0,1.0,0,262,1,0,359,1627423200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4125,45,4,1.0,0,-459,0,0,508,1629496800,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
4126,45,6,2.0,0,1288,0,0,399,1628287200,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
4127,29,4,1.0,0,2531,0,0,634,1629324000,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
4128,60,5,2.0,0,8025,0,0,194,1611788400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4129,50,7,0.0,1,-210,0,1,153,1629496800,7,-1,0,0,0,0,1,0,0,1,0,1,0,0
4130,28,9,1.0,0,-214,1,0,140,1620770400,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
4131,36,7,2.0,0,0,1,0,1036,1622584800,1,-1,0,1,1,0,0,1,0,0,0,1,0,0
4132,30,4,1.0,0,1235,1,0,104,1627423200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4133,31,9,1.0,0,22,1,0,483,1620511200,3,-1,0,1,1,0,0,1,0,0,0,1,0,0
4134,45,1,,0,550,0,1,97,1624140000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4135,35,1,0.0,0,-281,1,0,15,1623794400,15,-1,0,0,1,0,0,1,0,0,0,1,0,0
4136,60,0,0.0,0,473,0,0,175,1612479600,2,8,1,0,0,0,1,0,0,1,0,0,1,0
4137,36,1,2.0,0,578,1,0,130,1620856800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4138,37,4,2.0,0,1404,1,0,97,1612220400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4139,33,9,1.0,0,0,0,0,227,1619733600,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
4140,57,4,2.0,0,6900,0,0,255,1634940000,4,185,2,1,0,0,1,0,0,1,0,0,0,1
4141,57,1,2.0,0,856,0,0,194,1628632800,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
4142,35,1,1.0,0,5271,1,0,119,1618351200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4143,32,7,0.0,0,1274,1,0,239,1620338400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4144,34,4,1.0,0,6203,0,0,34,1637449200,2,-1,0,0,0,1,0,0,1,0,0,1,0,0
4145,42,9,0.0,0,315,1,0,208,1612479600,1,275,2,0,0,0,1,0,0,1,0,0,0,1
4146,40,1,0.0,0,877,1,0,207,1621461600,6,-1,0,0,1,0,0,1,0,0,0,1,0,0
4147,30,7,0.0,0,0,1,0,512,1620338400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4148,41,10,0.0,0,0,0,0,532,1612479600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4149,53,0,0.0,0,-197,1,1,178,1621029600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4150,38,7,0.0,0,773,1,0,198,1621029600,1,359,1,0,0,0,1,0,0,1,0,0,1,0
4151,36,10,1.0,0,1291,0,0,298,1612306800,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
4152,59,9,2.0,0,3163,1,0,240,1622239200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4153,52,1,2.0,0,-191,1,0,755,1621029600,1,-1,0,1,1,0,0,1,0,0,0,1,0,0
4154,36,1,0.0,0,959,1,0,200,1622239200,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
4155,47,2,0.0,0,392,1,1,125,1637276400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4156,36,4,1.0,0,546,1,0,91,1628200800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4157,47,0,0.0,0,1544,1,0,104,1617660000,1,312,1,0,0,0,1,0,0,1,0,0,0,1
4158,52,9,0.0,0,172,1,1,75,1628373600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4159,41,10,2.0,0,-117,1,0,117,1612566000,6,-1,0,0,0,1,0,0,1,0,0,1,0,0
4160,60,3,0.0,0,874,0,0,861,1625695200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4161,33,1,2.0,0,405,1,0,99,1620943200,4,353,1,0,0,0,1,0,0,1,0,0,0,1
4162,38,4,1.0,0,1149,1,0,91,1620943200,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
4163,34,1,0.0,0,1257,1,0,109,1621980000,7,-1,0,0,1,0,0,1,0,0,0,1,0,0
4164,51,4,0.0,0,-35,1,0,498,1620424800,1,263,5,0,0,0,1,0,0,1,0,0,0,1
4165,51,4,1.0,0,994,0,0,414,1622152800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4166,45,9,0.0,0,54,0,0,83,1630188000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4167,48,3,2.0,0,2582,0,0,51,1623967200,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
4168,44,9,1.0,0,4580,1,0,192,1637362800,2,189,2,0,0,0,1,0,0,1,1,0,0,0
4169,87,5,2.0,0,2190,0,0,512,1610406000,2,-1,0,1,0,1,0,0,1,0,0,1,0,0
4170,34,1,0.0,0,2495,1,0,924,1621720800,1,-1,0,1,1,0,0,1,0,0,0,1,0,0
4171,38,2,1.0,0,227,1,0,89,1612393200,1,209,1,0,0,0,1,0,0,1,0,0,0,1
4172,25,11,,0,329,1,0,158,1620943200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4173,25,4,1.0,0,10,0,0,549,1625954400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4174,36,10,1.0,0,7222,1,0,104,1620079200,1,181,5,0,0,0,1,0,0,1,0,0,0,1
4175,48,9,0.0,0,658,0,0,109,1612479600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
4176,24,1,0.0,0,984,1,0,89,1621980000,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
4177,28,9,0.0,0,10865,1,0,350,1622066400,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
4178,26,4,1.0,0,592,0,0,145,1611874800,2,164,1,0,0,1,0,0,1,0,0,0,1,0
4179,30,4,1.0,0,63,1,0,260,1618869600,1,320,1,0,0,0,1,0,0,1,0,0,1,0
4180,36,0,0.0,0,0,1,0,578,1622066400,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4181,58,4,1.0,0,2729,0,0,188,1623967200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4182,43,9,0.0,0,373,0,0,221,1611874800,1,-1,0,0,0,1,0,0,1,0,0,1,0,0
4183,42,1,0.0,0,139,1,0,166,1621720800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4184,51,1,0.0,0,0,0,0,145,1627596000,4,-1,0,0,0,1,0,0,1,0,0,1,0,0
4185,54,4,1.0,0,2216,1,0,167,1634076000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4186,33,0,0.0,0,690,0,0,223,1636498800,3,555,16,0,0,0,1,0,0,1,0,0,0,1
4187,28,9,1.0,0,0,1,0,150,1628719200,1,79,3,0,0,0,1,0,0,1,1,0,0,0
4188,58,1,2.0,0,42,1,0,96,1612825200,6,264,3,0,0,0,1,0,0,1,0,0,0,1
4189,32,10,1.0,0,7,1,0,29,1627596000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4190,30,4,1.0,0,604,0,0,132,1629842400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4191,55,9,0.0,0,3339,1,0,63,1622584800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4192,22,8,0.0,0,148,0,0,928,1612220400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4193,43,10,0.0,0,1943,1,0,202,1637190000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4194,29,0,0.0,0,301,1,0,150,1622584800,5,-1,0,0,1,0,0,1,0,0,0,1,0,0
4195,36,9,0.0,0,483,1,0,179,1620684000,1,304,2,0,0,0,1,0,0,1,0,0,0,1
4196,54,4,1.0,0,1258,0,0,153,1630101600,14,-1,0,0,0,0,1,0,0,1,0,1,0,0
4197,36,4,1.0,0,495,0,0,213,1615503600,3,182,6,1,0,0,1,0,0,1,1,0,0,0
4198,55,2,1.0,0,22,0,1,215,1625695200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4199,35,0,0.0,0,190,1,0,47,1621461600,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
4200,34,4,1.0,0,1,0,0,36,1627682400,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
4201,42,7,0.0,0,3465,1,1,1039,1626386400,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
4202,32,9,1.0,0,5204,0,0,31,1628373600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4203,33,9,0.0,0,-409,1,0,96,1622152800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4204,52,4,1.0,0,1134,1,0,151,1629237600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
4205,38,9,0.0,0,1960,1,0,161,1629496800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4206,31,0,0.0,1,-429,0,1,292,1626559200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4207,29,4,1.0,0,1441,1,0,185,1619733600,1,85,2,0,0,0,1,0,0,1,1,0,0,0
4208,36,9,1.0,0,62,0,0,66,1626991200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4209,36,2,0.0,0,0,1,0,344,1611874800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4210,27,8,0.0,0,1411,0,0,92,1612220400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4211,58,1,2.0,0,1965,0,0,125,1616022000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4212,39,1,0.0,0,8,0,1,607,1637190000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4213,38,7,,0,4644,1,0,55,1637190000,2,-1,0,0,0,1,0,0,1,0,0,1,0,0
4214,45,4,0.0,0,142,0,1,99,1628200800,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
4215,47,0,0.0,0,3434,1,1,337,1625781600,1,-1,0,0,0,1,0,0,1,0,0,1,0,0
4216,45,5,0.0,0,1735,0,1,306,1623880800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4217,39,9,0.0,0,1,0,0,111,1629324000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4218,34,9,0.0,0,1161,1,0,17,1618869600,5,334,1,0,0,0,1,0,0,1,0,0,0,1
4219,47,6,1.0,0,-80,1,0,150,1612566000,3,270,2,0,0,0,1,0,0,1,0,0,0,1
4220,35,6,1.0,0,1178,1,1,220,1618437600,2,183,5,0,0,0,1,0,0,1,0,0,0,1
4221,46,9,0.0,0,68,1,1,87,1623794400,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
4222,38,1,2.0,0,14,1,1,317,1620770400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4223,40,4,1.0,0,0,0,0,261,1629237600,7,-1,0,0,0,0,1,0,0,1,0,1,0,0
4224,33,0,0.0,0,543,1,0,244,1620338400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4225,50,1,0.0,0,1553,1,0,53,1627682400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4226,49,7,0.0,0,413,1,1,175,1630188000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4227,37,2,2.0,0,-204,1,0,467,1627077600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4228,33,1,2.0,0,494,1,0,159,1620338400,1,346,2,0,0,0,1,0,0,1,0,0,0,1
4229,35,2,0.0,0,2971,0,0,158,1628287200,2,95,6,0,0,0,1,0,0,1,1,0,0,0
4230,44,10,0.0,0,728,1,0,21,1620943200,11,-1,0,0,1,0,0,1,0,0,0,1,0,0
4231,26,9,1.0,0,4130,0,0,104,1611788400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4232,31,6,0.0,0,2153,1,0,239,1620684000,3,172,1,0,0,0,1,0,0,1,0,0,0,1
4233,42,1,2.0,0,250,1,0,46,1622757600,16,-1,0,0,1,0,0,1,0,0,0,1,0,0
4234,40,0,0.0,0,4,1,0,189,1625781600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4235,28,2,1.0,0,1900,1,0,9,1621029600,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
4236,30,4,1.0,0,2544,0,0,152,1617919200,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
4237,27,1,2.0,0,-179,1,0,54,1621029600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4238,55,7,0.0,0,379,0,0,275,1622066400,3,219,2,0,0,0,1,0,0,1,0,0,1,0
4239,54,0,0.0,0,1633,0,0,409,1625263200,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
4240,26,0,0.0,0,766,0,0,457,1634248800,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
4241,58,1,0.0,0,72,0,0,235,1629324000,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
4242,27,3,0.0,0,4848,1,1,82,1626991200,3,-1,0,0,0,1,0,0,1,0,0,1,0,0
4243,31,9,0.0,0,35,0,1,229,1626386400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4244,41,9,0.0,0,2123,0,0,130,1628373600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4245,60,3,2.0,0,0,0,1,124,1626904800,1,-1,0,0,0,1,0,0,1,0,0,1,0,0
4246,44,1,0.0,0,0,1,0,90,1626818400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4247,29,0,0.0,0,792,1,0,374,1620943200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4248,57,3,0.0,0,271,0,0,81,1627682400,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
4249,47,7,0.0,0,28,1,0,142,1626386400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4250,44,9,0.0,0,54,0,1,199,1629324000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4251,52,1,2.0,0,306,0,0,223,1611788400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
4252,60,3,2.0,0,2008,0,0,105,1628287200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4253,34,1,0.0,1,-331,1,1,342,1620511200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4254,32,1,0.0,0,91,1,0,119,1621029600,2,351,12,0,0,0,1,0,0,1,0,0,1,0
4255,28,4,1.0,0,0,1,0,290,1622066400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4256,33,4,1.0,0,0,1,0,399,1620165600,2,358,5,0,0,1,0,0,1,0,0,0,1,0
4257,77,5,2.0,0,1385,0,0,160,1631052000,4,-1,0,0,0,1,0,0,1,0,0,1,0,0
4258,31,9,0.0,0,183,0,0,495,1618524000,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
4259,46,0,0.0,0,179,1,0,194,1611874800,4,436,1,0,0,0,1,0,0,1,0,0,1,0
4260,57,5,0.0,0,-609,0,1,168,1626818400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4261,32,10,1.0,0,283,1,0,151,1626904800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4262,42,1,2.0,0,92,0,0,86,1627596000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4263,21,7,0.0,0,3033,1,0,347,1620252000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4264,29,0,0.0,0,291,0,0,12,1612825200,9,-1,0,0,0,0,1,0,0,1,0,1,0,0
4265,34,4,1.0,0,13204,1,1,197,1637362800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4266,44,1,2.0,0,0,1,0,220,1620943200,7,-1,0,0,1,0,0,1,0,0,0,1,0,0
4267,39,7,2.0,0,1601,1,0,201,1621720800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4268,51,6,1.0,0,833,0,0,77,1627682400,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4269,57,5,1.0,0,478,0,0,70,1619733600,1,84,1,0,0,0,1,0,0,1,0,0,0,1
4270,34,1,0.0,0,-10,1,0,216,1620684000,1,370,1,0,0,0,1,0,0,1,0,0,0,1
4271,33,1,2.0,0,28,0,1,144,1612479600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4272,57,9,0.0,0,458,0,1,177,1626300000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4273,43,7,1.0,0,553,0,0,323,1620684000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4274,35,2,0.0,0,24,1,0,81,1621461600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4275,31,0,0.0,0,47,1,0,34,1621375200,9,-1,0,0,1,0,0,1,0,0,0,1,0,0
4276,49,1,0.0,0,23,0,0,221,1637103600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4277,24,0,1.0,0,454,1,0,139,1623708000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4278,44,9,0.0,0,14,0,0,234,1628805600,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
4279,39,4,1.0,0,271,1,0,101,1617832800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4280,27,2,0.0,0,-36,0,1,120,1625954400,10,-1,0,0,0,0,1,0,0,1,0,1,0,0
4281,31,0,0.0,0,8626,0,0,159,1621893600,1,111,1,0,0,0,1,0,0,1,0,0,0,1
4282,42,9,0.0,0,300,1,0,76,1637276400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4283,25,0,0.0,0,120,1,0,542,1622671200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4284,33,4,1.0,0,2744,1,0,103,1637276400,1,-1,0,0,0,1,0,0,1,0,0,1,0,0
4285,35,4,1.0,0,24,1,0,169,1617832800,1,231,2,0,0,0,1,0,0,1,0,0,0,1
4286,41,9,0.0,0,294,1,0,150,1630101600,14,-1,0,0,0,0,1,0,0,1,0,1,0,0
4287,60,4,1.0,0,6657,1,0,333,1627509600,19,-1,0,0,0,0,1,0,0,1,0,1,0,0
4288,36,4,0.0,0,122,1,0,39,1621375200,7,-1,0,0,1,0,0,1,0,0,0,1,0,0
4289,42,6,0.0,0,106,1,0,515,1620424800,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
4290,35,7,0.0,0,-269,1,0,118,1622671200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4291,46,1,2.0,0,358,0,0,259,1623880800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4292,41,9,0.0,0,-378,1,0,361,1612479600,1,253,2,0,0,0,1,0,0,1,0,0,0,1
4293,42,0,0.0,0,1450,0,0,489,1620684000,2,174,1,0,0,0,1,0,0,1,0,0,1,0
4294,29,4,1.0,0,874,1,0,152,1631743200,1,103,1,1,0,0,1,0,0,1,1,0,0,0
4295,31,4,,0,1023,0,1,219,1625781600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4296,24,1,0.0,0,-10,1,0,106,1620856800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4297,54,4,1.0,0,8295,0,0,849,1633125600,2,119,1,1,0,0,1,0,0,1,1,0,0,0
4298,33,9,0.0,0,80,0,0,572,1629583200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4299,31,7,0.0,0,655,0,1,190,1612825200,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
4300,32,9,1.0,0,723,0,0,68,1630101600,27,-1,0,0,0,0,1,0,0,1,0,1,0,0
4301,36,1,0.0,0,439,1,0,179,1622239200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4302,23,8,0.0,0,1298,0,0,603,1626213600,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
4303,23,7,0.0,0,2673,1,0,81,1622844000,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4304,36,1,2.0,0,38,1,1,285,1620856800,2,335,1,0,0,0,1,0,0,1,0,0,1,0
4305,26,2,1.0,0,81,0,0,262,1626818400,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4306,46,0,0.0,0,9326,0,1,105,1623189600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4307,39,10,0.0,0,193,1,0,73,1621029600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4308,30,1,0.0,0,327,1,0,21,1621288800,2,-1,0,0,0,1,0,0,1,0,0,1,0,0
4309,38,2,2.0,0,1390,1,0,106,1620165600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
4310,39,9,0.0,0,115,0,0,116,1629842400,9,-1,0,0,0,0,1,0,0,1,0,1,0,0
4311,58,9,1.0,0,12322,0,0,306,1622584800,2,-1,0,0,0,1,0,0,1,0,0,1,0,0
4312,31,8,1.0,0,744,0,0,124,1629410400,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
4313,32,6,1.0,0,4024,1,0,150,1625176800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4314,40,9,0.0,0,77,0,0,505,1620252000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4315,32,9,0.0,0,0,0,0,87,1629324000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4316,30,9,1.0,0,975,1,0,603,1621980000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4317,61,0,,0,4629,1,0,349,1627509600,3,183,2,1,0,0,1,0,0,1,1,0,0,0
4318,50,2,2.0,0,199,0,0,228,1620684000,2,363,2,0,0,0,1,0,0,1,0,0,0,1
4319,21,8,2.0,0,1596,0,0,115,1629928800,1,93,2,0,0,0,1,0,0,1,0,0,0,1
4320,32,1,0.0,0,116,0,0,392,1620943200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4321,56,5,2.0,0,855,0,0,140,1622844000,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4322,39,9,1.0,0,113,1,1,1012,1617314400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
4323,35,0,0.0,0,368,1,0,218,1621116000,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
4324,47,6,0.0,0,3279,0,0,189,1629496800,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
4325,32,1,0.0,0,557,1,1,210,1612393200,2,253,1,0,0,0,1,0,0,1,0,0,0,1
4326,38,4,1.0,0,46,0,0,70,1630188000,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
4327,47,9,0.0,0,321,1,1,111,1625349600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
4328,51,1,2.0,0,440,0,0,46,1628632800,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
4329,54,9,1.0,0,876,0,0,269,1635285600,3,541,3,1,0,0,1,0,0,1,1,0,0,0
4330,40,0,0.0,0,-1,0,0,173,1625608800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
4331,23,9,0.0,0,4545,0,0,242,1632520800,1,114,1,0,0,0,1,0,0,1,0,0,0,1
4332,29,0,0.0,0,2802,0,1,840,1625349600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
4333,39,1,0.0,0,0,1,0,15,1620770400,7,-1,0,0,0,0,1,0,0,1,0,1,0,0
4334,70,5,0.0,0,0,0,0,258,1635285600,1,92,5,1,0,0,1,0,0,1,1,0,0,0
